network,station_code,location_code,latitude,longitude,elevation (m)
TSMIP,,TCU048,24.1781,120.5971,192
TSMIP,B049,TCU049,24.1773,120.6997,134
TSMIP,B050,TCU050,24.1799,120.6417,100
TSMIP,B051,TCU051,24.1598,120.6597,96
TSMIP,,TCU052,24.1959,120.748,218
TSMIP,B053,TCU053,24.1917,120.6788,137
TSMIP,,TCU054,24.16,120.6848,111
TSMIP,,TCU055,24.1381,120.6748,84
TSMIP,B056,TCU056,24.157,120.6335,77
TSMIP,,TCU057,24.1703,120.62,86
TSMIP,,TCU058,24.2497,120.7127,215
TSMIP,B059,TCU059,24.267,120.5718,9
TSMIP,B060,TCU060,24.2219,120.6504,139
TSMIP,B061,TCU061,24.1345,120.5569,38
TSMIP,B062,TCU062,24.1149,120.6842,65
TSMIP,B063,TCU063,24.1078,120.6238,34
TSMIP,,TCU064,24.3446,120.6194,50
TSMIP,,TCU065,24.0563,120.6998,63
TSMIP,B066,TCU066,24.2138,120.7043,174
TSMIP,,TCU067,24.09,120.7282,98
TSMIP,B068,TCU068,24.276,120.7732,283
TSMIP,B069,TCU069,24.2596,120.831,360
TSMIP,B070,TCU070,24.1964,120.5475,11
TSMIP,B071,TCU071,23.984,120.7952,219
TSMIP,,TCU072,24.0391,120.858,315
TSMIP,B073,TCU073,24.0124,120.9573,465
TSMIP,,TCU074,23.9613,120.9711,447
TSMIP,,TCU075,23.9814,120.6877,110
TSMIP,,TCU076,23.9065,120.6836,107
TSMIP,B077,TCU077,23.8272,120.7874,235
TSMIP,B078,TCU078,23.8096,120.8543,289
TSMIP,,TCU079,23.8369,120.9021,658
TSMIP,,TCU080,23.9,120.9379,654
TSMIP,B081,TCU081,24.8283,121.0142,31
TSMIP,B082,TCU082,24.1456,120.6841,89
TSMIP,B083,TCU083,24.9674,121.1943,144
TSMIP,B084,TCU084,23.8813,120.9082,999
TSMIP,B085,TCU085,24.6737,121.3666,685
TSMIP,B086,TCU086,23.8617,120.2892,4
TSMIP,,TCU087,24.3465,120.7809,286
TSMIP,,TCU088,24.2495,121.1618,1496
TSMIP,,TCU089,23.905,120.8698,659
TSMIP,B090,TCU090,23.6462,120.6559,241
TSMIP,,TCU091,24.981,121.27,108
TSMIP,,TCU092,25.0103,121.2868,89
TSMIP,,TCU093,24.8506,120.9552,9
TSMIP,,TCU094,24.767,121.0581,126
TSMIP,B095,TCU095,24.6888,121.0199,104
TSMIP,,TCU096,24.7923,120.966,32
TSMIP,B097,TCU097,24.7884,120.9274,16
TSMIP,,TCU098,24.742,120.9072,12
TSMIP,B099,TCU099,24.1364,120.6993,85
TSMIP,,TCU100,24.1837,120.625,99
TSMIP,,TCU101,24.2394,120.7172,208
TSMIP,B102,TCU102,24.247,120.7286,231
TSMIP,B103,TCU103,24.3075,120.7151,223
TSMIP,B104,TCU104,24.2443,120.6091,212
TSMIP,,TCU105,24.2381,120.5678,29
TSMIP,B106 ,TCU106,24.08168,120.5569,25
TSMIP,B107,TCU107,24.0718,120.5469,21
TSMIP,,TCU108,24.0838,120.5324,19
TSMIP,,TCU109,24.0828,120.5806,39
TSMIP,B110,TCU110,23.9605,120.5798,33
TSMIP,B111,TCU111,24.112,120.4949,13
TSMIP,B112,TCU112,24.0552,120.4303,8
TSMIP,,TCU113,23.8913,120.3954,18
TSMIP,B115,TCU115,23.9579,120.4778,24
TSMIP,B116,TCU116,23.8556,120.5889,49
TSMIP,B117,TCU117,24.1324,120.4684,6
TSMIP,B118,TCU118,24.0004,120.4313,11
TSMIP,B119 ,TCU119,23.922734,120.32025,8
TSMIP,B120,TCU120,23.9774,120.6214,238
TSMIP,B121,TCU121,23.8945,120.4589,25
TSMIP,B122,TCU122,23.8118,120.6179,85
TSMIP,B123,TCU123,24.0161,120.5516,21
TSMIP,,TCU124,23.9139,120.6918,93
TSMIP,,TCU125,23.9531,120.6906,107
TSMIP,,TCU126,23.7634,120.6862,154
TSMIP,B127,TCU127,24.6296,121.0088,173
TSMIP,B128,TCU128,24.4144,120.7697,299
TSMIP,B129,TCU129,23.8766,120.6925,113
TSMIP,,TCU130,24.1434,121.2725,3386
TSMIP,B131,TCU131,24.5649,120.8258,50
TSMIP,,TCU132,24.5738,120.8279,46
TSMIP,,TCU133,24.1343,120.6593,73
TSMIP,,TCU134,24.1225,120.6293,46
TSMIP,B135,TCU135,24.3331,120.6533,146
TSMIP,B136,TCU136,24.2583,120.6587,176
TSMIP,,TCU137,24.1836,120.9301,626
TSMIP,B138,TCU138,23.9205,120.6028,42
TSMIP,B139,TCU139,23.9209,120.5483,32
TSMIP,,TCU140,23.9565,120.3678,8
TSMIP,B141,TCU141,23.8321,120.4712,31
TSMIP,,TCU142,23.9811,120.8762,340
TSMIP,B143,TCU143,23.8798,120.7632,164
TSMIP,,TCU144,24.0835,120.4441,7
TSMIP,B145,TCU145,23.9788,120.3444,2
TSMIP,B146,TCU146,24.1609,120.4913,7
TSMIP,,TCU147,24.8576,121.2553,220
TSMIP,,TCU148,23.9545,120.9342,553
TSMIP,B149,TCU149,24.2563,120.5232,8
TSMIP,,TCU150,23.8913,120.7137,113
TSMIP,,TCU152,24.8105,120.9576,24
TSMIP,,TCU154,24.5817,120.8427,31
TSMIP,,TCU156,24.2588,120.7192,211
TSMIP,,TCU157,24.0424,120.6981,80
TSMIP,,TCU158,24.0633,120.536,19
TSMIP,,TCU159,23.9071,120.6803,118
TSMIP,,TCU160,25.0797,121.2352,25
TSMIP,,TCU161,24.8195,121.2436,167
TSMIP,B162,TCU162,23.8763,120.5212,36
TSMIP,,TCU163,24.9997,121.2976,93
TSMIP,,TCU164,24.8279,121.011,32
TSMIP,,TCU165,24.1276,120.6433,52
TSMIP,,TCU166,23.8764,120.6926,113
TSMIP,,TCU167,23.6646,120.7685,1660
TSMIP,B168,TCU168,25.0068,121.0476,21
TSMIP,,TCU169,24.3979,120.9859,1311
TSMIP,B170,TCU170,24.1548,120.7198,120
TSMIP,B171,TCU171,24.345,120.5878,28
TSMIP,B172,TCU172,24.144,120.682,92
TSMIP,B173,TCU173,24.1113,120.6565,50
TSMIP,B174,TCU174,24.2269,120.8055,478
TSMIP,B175,TCU175,24.9538,121.2043,140
TSMIP,B176,TCU176,25.025,121.2583,75
TSMIP,B177,TCU177,24.6561,120.9549,89
TSMIP,B178,TCU178,24.0277,120.4123,9
TSMIP,B179,TCU179,24.034,120.5039,19
TSMIP,B180,TCU180,23.9926,120.5459,25
TSMIP,B181,TCU181,23.9535,120.5456,27
TSMIP,B182,TCU182,23.8923,120.5274,37
TSMIP,B183,TCU183,23.8759,120.4163,21
TSMIP,B184,TCU184,23.7492,120.7525,496
TSMIP,,TCU185,24.4228,120.8718,317
TSMIP,,TCU186,24.799,121.3314,335
TSMIP,,TCU187,24.662,120.9248,102
TSMIP,,TCU188,24.3377,121.308,1937
TSMIP,B189,TCU189,24.1707,120.8948,540
TSMIP,B190,TCU190,23.922,120.3201,7
TSMIP,,TCU191,24.0821,121.1724,2211
TSMIP,B192,TCU192,25.041,121.0804,14
TSMIP,,TCU193,24.5788,121.0864,1108
TSMIP,,TCU194,23.4814,120.887,2634
TSMIP,,TCU195,24.6071,121.2956,1485
TSMIP,,TCU196,23.6075,120.8851,898
TSMIP,,TCU197,24.6468,121.0164,344
TSMIP,,TCU198,24.0334,120.9264,639
TSMIP,,TCU199,23.8218,120.7278,179
TSMIP,B200,TCU200,24.5373,120.7908,177
TSMIP,B201,TCU201,24.0794,120.5583,43
TSMIP,,TCU202,23.9545,121.1758,1252
TSMIP,,TCU203,24.2777,120.9458,947
TSMIP,B204,TCU204,23.6961,120.8532,495
TSMIP,B205,TCU205,24.3478,120.6403,99
TSMIP,,TCU206,24.2476,121.2438,2223
TSMIP,B207,TCU207,24.0566,120.9117,364
TSMIP,B208,TCU208,23.9026,120.3781,14
TSMIP,B209,TCU209,24.6319,121.1177,438
TSMIP,B210,TCU210,24.7771,121.1752,139
TSMIP,B211 ,TCU211,24.579793,121.303337,545
TSMIP,B212 ,TCU212,24.46528,120.9406,488
TSMIP,B213 ,TCU213,24.352833,120.8656667,415
TSMIP,,TCU214,23.8741,120.5814,68
TSMIP,B215,TCU215,24.699328,121.427254,1695
TSMIP,B216,TCU216,24.14567,120.496499,23
TSMIP,,TDCB,24.252,121.1583,1294
TSMIP,,TIPB,24.9719,121.8256,393
TSMIP,,TPUB,23.3005,120.6296,370
TSMIP,,TRB001,25.0477,121.517,21
TSMIP,,TRB003,24.8007,120.9703,25
TSMIP,,TRB004,24.5705,120.8223,48
TSMIP,,TRB005,24.6065,120.7782,9
TSMIP,,TRB006,24.421,120.774,266
TSMIP,,TRB007,22.6688,120.4858,26
TSMIP,,TRB008,22.3682,120.595,7
TSMIP,,TRB009,25.1088,121.8058,61
TSMIP,,TRB010,25.0278,121.8732,38
TSMIP,,TRB011,25.095,121.7157,28
TSMIP,,TRB012,25.0528,121.6072,14
TSMIP,,TRB013,24.9992,121.429,11
TSMIP,,TRB014,24.9755,121.2673,111
TSMIP,,TRB015,24.8175,120.9973,22
TSMIP,,TRB016,24.591,120.8207,34
TSMIP,,TRB017,24.2613,120.7308,231
TSMIP,,TRB018,24.1368,120.6873,81
TSMIP,,TRB019,24.0823,120.539,21
TSMIP,,TRB020,23.8117,120.6212,87
TSMIP,,TRB021,24.069,120.5323,19
TSMIP,,TRB022,24.3002,120.6002,52
TSMIP,,TRB023,24.3448,120.6272,59
TSMIP,,TRB024,23.4787,120.4405,36
TSMIP,,TRB025,23.4575,120.4218,32
TSMIP,,TRB026,23.7122,120.541,55
TSMIP,,TRB027,23.7168,120.5637,56
TSMIP,,TRB028,23.3073,120.3233,18
TSMIP,,TRB029,23.137,120.307,17
TSMIP,,TRB030,22.9982,120.2127,19
TSMIP,,TRB031,22.781,120.3027,8
TSMIP,,TRB032,22.6515,120.4205,26
TSMIP,,TRB033,22.6185,121.0047,56
TSMIP,,TRB034,23.3308,121.3118,139
TSMIP,,TRB035,23.0462,121.1645,223
TSMIP,,TRB036,22.7947,121.123,48
TSMIP,,TRB037,22.3458,120.878,65
TSMIP,,TRB038,23.666,121.4212,125
TSMIP,,TRB039,24.7542,121.7587,9
TSMIP,,TRB040,24.8253,121.7745,8
TSMIP,,TRB041,24.6037,121.8325,21
TSMIP,,TRB042,24.0003,121.6038,16
TSMIP,,TRB043,24.2967,121.7532,23
TSMIP,,TRB044,24.4635,121.801,26
TSMIP,,TTN,22.7522,121.1549,12
TSMIP,G001,TTN001,23.3163,121.4512,63
TSMIP,G002,TTN002,22.9725,121.304,46
TSMIP,G003,TTN003,22.6156,121.0069,28
TSMIP,,TTN004,22.908,121.1365,140
TSMIP,,TTN005,22.7549,121.1483,19
TSMIP,,TTN006,22.7705,121.1449,25
TSMIP,,TTN007,22.7615,121.1504,17
TSMIP,,TTN008,22.7567,121.1588,13
TSMIP,,TTN009,22.7472,121.1522,10
TSMIP,,TTN010,22.7368,121.1217,18
TSMIP,G011,TTN011,22.7814,121.1193,38
TSMIP,,TTN012,22.764,121.1416,23
TSMIP,,TTN013,22.766,121.136,26
TSMIP,G014,TTN014,23.0978,121.3731,37
TSMIP,G015,TTN015,22.7522,121.1549,12
TSMIP,G016,TTN016,22.3559,120.9036,11
TSMIP,G017,TTN017,22.0373,121.5581,309
TSMIP,,TTN018,22.8174,121.08,199
TSMIP,G020,TTN020,23.1259,121.2147,278
TSMIP,G021,TTN021,23.102,121.1759,307
TSMIP,G022,TTN022,23.0952,121.2192,286
TSMIP,G023,TTN023,23.0512,121.1638,231
TSMIP,G024,TTN024,22.9703,121.1167,281
TSMIP,G025,TTN025,22.9023,121.08,247
TSMIP,G026,TTN026,22.8597,121.0918,227
TSMIP,,TTN027,22.8073,121.0938,106
TSMIP,G028,TTN028,22.7767,121.0629,135
TSMIP,G029 ,TTN029,22.717309,121.049131,63
TSMIP,G030,TTN030,22.6978,121.0259,56
TSMIP,G031,TTN031,23.3563,121.4673,48
TSMIP,G032,TTN032,23.2447,121.4141,31
TSMIP,G033,TTN033,23.1918,121.3957,11
TSMIP,,TTN034,22.8959,121.2487,28
TSMIP,G035,TTN035,22.8784,121.2276,56
TSMIP,,TTN036,22.7963,121.1938,34
TSMIP,G037,TTN037,22.5321,120.9667,24
TSMIP,G038,TTN038,22.462,120.9409,17
TSMIP,,TTN040,23.1492,121.2072,311
TSMIP,G041,TTN041,23.1324,121.1251,437
TSMIP,,TTN042,22.9991,121.2852,75
TSMIP,,TTN043,23.027,121.3308,28
TSMIP,,TTN044,23.006,121.174,211
TSMIP,G045,TTN045,22.9741,121.1564,190
TSMIP,G046,TTN046,22.9625,121.2409,189
TSMIP,G047,TTN047,22.8383,121.1385,113
TSMIP,G048,TTN048,22.7721,121.091,59
TSMIP,G049,TTN049,22.7304,121.1074,21
TSMIP,,TTN050,22.6725,121.0371,20
TSMIP,G051,TTN051,23.1871,121.0251,1058
TSMIP,G052,TTN052,22.5957,120.9617,88
TSMIP,G053,TTN053,22.382,120.8564,457
TSMIP,G055,TTN055,22.6733,121.4693,9
TSMIP,,TTN056,22.7646,121.1525,18
TSMIP,G057,TTN057,23.0258,121.3304,50
TSMIP,,TTN058,22.3115,120.8649,318
TSMIP,,TTN059,22.9063,121.1299,180
TSMIP,G060,TTN060,22.3398,120.888,24
TSMIP,G061,TTN061,23.1488,121.2061,295
TSMIP,,TWA,24.9778,121.5923,260
TSMIP,,TWB1,25.0068,121.9972,130
TSMIP,,TWC,24.6082,121.8595,20
TSMIP,,TWD,24.0813,121.6048,47
TSMIP,,TWE,24.718,121.6829,56
TSMIP,,TWF1,23.3508,121.3053,260
TSMIP,,TWG,22.8177,121.0799,195
TSMIP,,TWGB,22.8176,121.0799,195
TSMIP,,TWH,22.675,121.484,50
TSMIP,,TWK1,21.9402,120.8137,90
TSMIP,,TWKB,21.9406,120.8125,90
TSMIP,,TWL,23.2648,120.4999,590
TSMIP,,TWM1,22.8214,120.4306,340
TSMIP,,TWQ1,24.3465,120.7733,260
TSMIP,,TWS1,25.1014,121.4234,101
TSMIP,,TWT,24.2495,121.162,1500
TSMIP,,TWY,25.2724,121.6078,56
TSMIP,,TYC,23.9052,120.8697,20
TSMIP,,VCHM,23.2087,119.4295,60
TSMIP,,VDOS,20.701,116.7306,38
TSMIP,,VNAS,10.3774,114.365,2
TSMIP,,VWDT,23.7537,121.1412,0
TSMIP,,VWUC,24.9911,119.4492,5
TSMIP,,WARB,23.7178,121.3862,331
TSMIP,,WCH1,24.0718,120.5468,22
TSMIP,,WCHH,24.0795,120.5583,34
TSMIP,,WCKO,23.4385,120.6047,282
TSMIP,,WCS,24.0566,120.9116,394
TSMIP,,WDG,23.2574,119.6675,33
TSMIP,,WDJ,24.3478,120.6403,107
TSMIP,,WDL,23.7148,120.5386,52
TSMIP,,WDLH,23.6888,120.5381,69
TSMIP,,WFSB,25.0716,121.7806,100
TSMIP,,WGK,23.6844,120.5703,75
TSMIP,,WHF,24.1434,121.2724,3394
TSMIP,,WHP,24.2777,120.9458,954
TSMIP,,WHY,23.6961,120.8532,504
TSMIP,,WJS,23.8219,120.7279,175
TSMIP,,WLC,22.3468,120.3691,38
TSMIP,,WLCH,22.3508,120.3788,14
TSMIP,,WLGB,23.4777,120.2999,16
TSMIP,,WLTB,24.8526,121.2524,27
TSMIP,,WML,23.804,120.223,12
TSMIP,,WNT,23.8767,120.6925,110
TSMIP,,WNT1,23.9068,120.6798,115
TSMIP,,WPL,24.014,120.9492,190
TSMIP,,WRL,23.9026,120.3781,34
TSMIP,,WSF,23.6364,120.2298,6
TSMIP,,WSL,23.5226,120.2278,455
TSMIP,,WSS,22.6418,120.2618,352
TSMIP,,WSSB,22.6418,120.2618,352
TSMIP,,WTC,23.8617,120.2892,5
TSMIP,,WTK,23.6877,120.3886,42
TSMIP,,WTP,23.2438,120.6223,560
TSMIP,,WUSB,23.9919,121.1175,1152
TSMIP,,WWC,24.2563,120.5232,8
TSMIP,,WWF,24.0427,120.6983,116
TSMIP,,WYL,23.9604,120.5801,51
TSMIP,,XPSS,26.9278,120.19,160
TSMIP,,YD03,25.1792,121.5397,714
TSMIP,,YD04,25.1537,121.5363,369
TSMIP,,YD05,25.164,121.5655,724
TSMIP,,YD07,25.1754,121.6204,456
TSMIP,,YD11,25.1657,121.5741,758
TSMIP,,YDFS,24.7637,116.937,570
TSMIP,,YHNB,24.6697,121.3757,775
TSMIP,,YM01,25.1464,121.57,469
TSMIP,,YM03,25.1792,121.5397,714
TSMIP,,YM04,25.1537,121.5363,369
TSMIP,,YM05,25.164,121.5655,724
TSMIP,,YM06,25.152,121.6026,467
TSMIP,,YM07,25.1754,121.6204,456
TSMIP,,YM08,25.1879,121.5896,321
TSMIP,,YM09,25.2433,121.562,510
TSMIP,,YM10,25.1555,121.5609,615
TSMIP,,YM11,25.1657,121.5741,758
TSMIP,,YM12,25.1813,121.5693,363
TSMIP,,YN03,25.179,121.5403,720
TSMIP,,YOJ,24.4692,123.0028,32
TSMIP,,YULB,23.3924,121.2971,295
TSMIP,,YUS,23.4873,120.9591,3845
TSMIP,,YXBM,26.0386,118.11,186
TSMIP,,ZPLA,23.9324,117.747,56
TSMIP,,ZPXH,25.406,117.656,45
TSMIP,,ZUZH,25.1621,121.5447,470
TSMIP,,ZZJH,24.3075,117.63,0
