EQ_ID,year,month,day,hour,minute,second,lat,lat_minute,lon,lon_minute,depth,magnitude,nsta,nearest_sta_dist (km)
25882,2016,9,26,4,33,53.58,24.0,20.91,121,37.23,23.38,3.57,7,13.8
25900,2016,10,6,15,52,0.51,22.0,37.62,121,20.63,23.7,6.15,99,13.9
25919,2016,10,16,13,25,3.36,23.0,12.38,121,21.6,16.79,4.07,13,7.0
25920,2016,10,17,2,21,38.01,23.0,11.87,121,22.3,16.74,3.52,5,6.8
25934,2016,10,19,0,29,7.27,24.0,7.82,121,39.72,9.76,3.9,14,0.9
25947,2016,10,20,15,40,11.93,24.0,8.1,121,40.29,11.29,3.51,8,2.0
25955,2016,10,21,18,13,17.26,23.0,56.15,121,28.3,18.13,3.9,32,4.0
25964,2016,10,25,4,45,52.38,22.0,39.26,121,21.01,23.69,5.3,65,12.4
25973,2016,10,29,11,49,18.86,24.0,11.63,121,38.91,31.99,4.29,21,3.6
25982,2016,11,6,20,53,54.57,23.0,12.92,120,49.29,7.48,4.0,4,8.3
25984,2016,11,7,11,56,26.07,23.0,1.77,121,20.6,20.45,5.07,44,1.3
25998,2016,11,12,21,16,15.91,24.0,6.8,121,40.74,11.81,3.63,7,2.8
26026,2016,11,28,0,17,16.1,23.0,5.4,120,21.11,17.61,3.67,20,2.0
26050,2016,11,30,11,24,31.71,22.0,50.22,121,16.01,11.95,3.78,7,6.1
26056,2016,11,30,12,4,34.48,22.0,49.9,121,16.1,11.84,5.07,47,6.6
26114,2016,12,4,9,22,59.12,24.0,7.92,121,41.13,10.28,3.77,10,3.2
26142,2016,12,12,18,40,5.14,24.0,6.57,121,42.08,10.92,3.59,5,5.0
26157,2016,12,15,14,11,38.81,22.0,50.77,121,15.35,11.05,4.29,24,4.6
26161,2016,12,15,14,14,29.55,22.0,50.79,121,16.13,11.39,5.17,47,5.5
26208,2016,12,15,16,9,10.74,22.0,50.92,121,15.64,11.52,4.18,22,4.7
26225,2016,12,15,20,5,1.66,22.0,50.78,121,17.36,11.74,4.15,22,7.3
26237,2016,12,16,4,28,21.88,22.0,50.7,121,16.23,12.02,3.68,7,5.7
26275,2016,12,28,16,9,38.73,23.0,7.79,120,46.33,6.49,3.61,1,3.5
26277,2016,12,28,16,31,36.31,23.0,7.22,120,46.17,6.19,3.64,2,4.5
26296,2017,1,2,19,23,29.91,23.0,15.18,120,58.47,4.61,4.09,5,9.0
26306,2017,1,3,20,56,56.63,23.0,15.32,120,58.14,3.62,3.86,2,9.5
26326,2017,1,10,17,21,5.44,22.0,56.54,120,34.46,14.01,3.91,8,4.8
26330,2017,1,11,17,31,3.83,23.0,6.7,120,40.94,9.01,4.51,31,10.0
26380,2017,2,10,17,12,52.56,22.0,51.94,120,8.59,16.15,5.71,99,5.9
26402,2017,2,12,4,30,58.81,22.0,50.86,120,7.65,19.25,4.29,47,8.4
26414,2017,2,15,23,28,8.52,23.0,15.6,120,27.08,8.74,3.76,24,2.8
26456,2017,3,4,10,33,37.24,24.0,27.1,121,52.85,22.99,3.97,15,8.3
26470,2017,3,7,22,10,51.61,24.0,18.52,122,6.08,59.92,5.28,99,35.0
26514,2017,3,23,17,9,25.43,23.0,25.28,120,28.54,6.19,3.57,30,5.7
26519,2017,3,25,15,2,58.41,23.0,15.94,120,38.03,10.29,4.12,49,2.7
26520,2017,3,25,16,41,48.63,23.0,15.78,120,37.78,10.18,3.68,7,2.3
26532,2017,3,27,8,27,57.3,24.0,15.27,121,44.82,24.72,3.89,15,4.7
26536,2017,3,29,16,34,2.79,22.0,30.97,121,1.27,16.79,4.5,18,5.9
26539,2017,3,30,14,4,32.46,24.0,17.91,121,37.57,22.36,3.54,10,12.6
26572,2017,4,16,18,34,16.59,23.0,16.86,120,40.58,6.83,4.55,63,2.4
26578,2017,4,20,16,20,11.48,22.0,57.29,120,58.97,7.16,4.48,19,11.5
26586,2017,4,24,23,35,47.2,24.0,48.44,121,46.08,10.3,3.76,47,1.7
26596,2017,4,30,1,57,22.6,21.0,24.45,121,39.18,122.28,6.07,99,70.4
26607,2017,5,5,5,7,30.35,23.0,25.68,121,31.0,34.32,4.63,28,5.4
26627,2017,5,15,23,12,54.53,23.0,16.78,121,25.97,24.91,5.75,99,4.3
26631,2017,5,19,3,27,16.45,23.0,47.09,121,24.18,8.85,3.61,12,5.0
26638,2017,5,23,4,26,30.61,23.0,21.38,120,27.3,10.95,3.62,27,2.2
26639,2017,5,24,9,49,3.75,23.0,25.28,120,31.32,12.92,4.22,69,4.2
26643,2017,5,24,12,1,56.41,23.0,25.24,120,31.06,12.91,3.65,35,4.3
26645,2017,5,24,13,5,59.67,23.0,25.2,120,30.86,12.64,3.81,51,4.4
26646,2017,5,24,13,10,54.35,23.0,25.16,120,30.7,12.43,5.13,99,4.5
26652,2017,5,25,5,48,11.99,23.0,25.2,120,30.9,11.78,4.7,99,4.4
26679,2017,6,7,2,45,3.53,22.0,1.88,121,37.96,20.68,3.78,1,7.7
26708,2017,6,15,21,29,18.74,22.0,38.25,120,24.32,33.21,4.27,57,2.2
26712,2017,6,17,6,20,12.29,24.0,5.78,121,40.08,9.52,4.12,19,5.0
26717,2017,6,21,7,25,39.05,24.0,39.36,121,55.36,62.8,5.09,99,8.3
26719,2017,6,21,23,36,4.11,23.0,11.13,120,3.7,14.59,4.12,35,4.9
26731,2017,6,26,12,42,29.18,24.0,17.83,121,49.05,12.82,3.91,7,7.0
26743,2017,7,2,6,45,11.2,24.0,26.76,121,48.77,18.72,3.56,18,2.3
26774,2017,7,17,19,16,26.64,23.0,35.15,121,33.92,35.22,4.66,56,4.8
26779,2017,7,23,2,10,8.12,24.0,23.51,121,46.88,7.93,3.84,16,5.0
26786,2017,7,30,1,0,7.8,23.0,11.2,120,35.36,8.36,4.2,30,7.2
26804,2017,8,9,16,5,36.4,23.0,33.39,121,26.01,31.86,4.73,46,6.2
26809,2017,8,11,1,58,54.23,23.0,11.3,121,23.94,21.0,4.97,63,6.4
26836,2017,9,4,5,42,33.08,22.0,25.29,120,50.32,6.93,4.2,13,4.7
26837,2017,9,5,10,8,5.79,24.0,1.69,121,31.6,18.59,4.24,44,5.5
26839,2017,9,5,18,10,46.92,24.0,22.9,121,45.89,7.28,3.59,13,5.1
26848,2017,9,10,8,56,53.69,23.0,13.35,120,24.18,10.52,3.87,36,0.3
26863,2017,9,14,1,52,38.09,23.0,16.73,120,35.76,12.18,3.66,17,4.7
26870,2017,9,17,22,39,54.27,23.0,34.02,121,33.55,28.67,4.83,50,5.3
26875,2017,9,20,14,29,56.98,23.0,18.97,121,46.88,28.98,5.85,99,32.4
26938,2017,10,24,4,53,9.15,23.0,13.51,120,42.86,7.8,3.58,5,5.7
26944,2017,10,25,17,23,55.71,23.0,13.72,120,42.87,7.61,4.32,18,5.3
26964,2017,11,3,2,48,15.22,23.0,1.61,120,57.35,6.61,4.66,70,17.6
26966,2017,11,3,2,48,59.58,23.0,0.15,120,57.27,6.21,5.15,96,17.0
26973,2017,11,3,23,34,48.21,23.0,33.17,121,33.29,29.98,5.29,99,6.1
26976,2017,11,6,17,36,40.8,23.0,52.42,120,8.23,22.46,4.33,74,11.6
26979,2017,11,8,4,11,34.94,23.0,45.83,120,57.71,25.26,3.72,15,10.1
26987,2017,11,11,11,14,39.93,23.0,38.31,120,42.47,15.34,4.6,99,1.3
26991,2017,11,11,12,13,4.01,23.0,37.76,120,42.7,14.3,4.03,94,1.0
26992,2017,11,11,12,22,53.52,23.0,38.14,120,42.49,14.91,5.2,99,1.1
26996,2017,11,11,12,24,43.47,23.0,38.61,120,42.39,15.0,4.14,99,5.2
27010,2017,11,11,12,34,0.71,23.0,38.38,120,42.24,13.54,3.75,28,5.0
27030,2017,11,11,13,39,38.99,23.0,38.62,120,42.38,14.15,3.84,39,5.2
27048,2017,11,13,0,38,4.2,23.0,38.44,120,42.42,15.27,3.71,57,5.3
27069,2017,11,20,14,10,24.18,23.0,46.6,120,58.2,15.38,3.93,16,9.6
27072,2017,11,22,14,20,9.4,23.0,35.05,120,43.3,15.24,5.66,99,4.8
27090,2017,11,22,22,19,42.76,23.0,35.75,120,44.21,14.02,3.94,50,6.1
27092,2017,11,23,20,55,32.22,23.0,35.39,120,42.6,16.41,5.03,99,3.5
27108,2017,11,27,4,3,0.94,23.0,35.13,120,44.07,13.12,4.31,91,5.6
27129,2017,12,8,19,13,6.56,24.0,14.4,121,41.4,17.93,4.0,13,9.5
27160,2017,12,24,15,14,46.16,23.0,35.24,120,43.21,16.55,4.3,56,4.6
27162,2017,12,26,15,19,21.21,23.0,10.4,120,26.27,10.59,3.59,16,5.0
27164,2017,12,26,20,2,53.83,23.0,6.43,121,21.1,18.96,4.15,16,2.4
27174,2018,1,1,3,21,56.65,22.0,51.92,121,14.48,8.93,3.85,17,2.0
27177,2018,1,1,12,48,22.89,22.0,51.76,121,14.26,8.0,4.02,19,2.0
27184,2018,1,1,19,22,2.96,22.0,51.75,121,14.33,8.84,4.28,30,2.1
27190,2018,1,1,20,10,28.45,22.0,51.07,121,14.83,7.56,3.76,20,3.6
27207,2018,1,6,2,56,5.14,23.0,55.14,121,27.91,17.06,3.54,18,5.9
27214,2018,1,8,6,28,59.75,24.0,20.21,120,55.89,7.11,4.11,21,3.0
27249,2018,1,21,1,0,16.13,22.0,50.44,120,36.31,13.51,4.07,11,1.7
27299,2018,2,3,19,30,57.13,24.0,10.87,121,42.16,10.32,4.79,69,5.6
27300,2018,2,3,19,31,52.81,24.0,10.93,121,41.98,10.38,4.3,31,5.3
27303,2018,2,4,13,12,52.11,24.0,12.33,121,41.95,2.99,5.35,91,6.8
27304,2018,2,4,13,33,9.51,24.0,12.12,121,40.68,5.45,4.32,20,5.2
27305,2018,2,4,13,56,40.64,24.0,9.04,121,44.62,10.61,5.89,99,9.4
27306,2018,2,4,13,57,42.38,24.0,10.37,121,42.35,10.23,5.28,99,5.6
27311,2018,2,4,14,0,58.27,24.0,15.77,121,46.88,5.54,4.32,7,4.7
27314,2018,2,4,14,2,44.51,24.0,12.8,121,42.16,7.28,3.92,11,7.7
27325,2018,2,4,14,10,52.18,24.0,13.76,121,41.69,3.73,4.94,78,8.7
27326,2018,2,4,14,12,2.06,24.0,13.77,121,43.61,3.96,4.76,56,7.9
27328,2018,2,4,14,13,12.44,24.0,9.03,121,42.99,10.34,5.58,99,6.7
27332,2018,2,4,14,16,55.23,24.0,10.63,121,40.81,3.75,4.98,53,3.3
27343,2018,2,4,14,28,27.38,24.0,13.88,121,44.99,4.63,4.04,11,7.2
27359,2018,2,4,15,33,47.28,24.0,13.5,121,44.72,5.11,4.68,36,8.0
27419,2018,2,4,18,35,46.85,24.0,11.43,121,46.81,7.92,4.25,11,12.1
27461,2018,2,5,3,55,5.41,24.0,13.64,121,45.75,10.36,3.56,8,7.7
27467,2018,2,5,4,36,53.2,24.0,11.9,121,43.01,8.67,4.22,36,7.7
27488,2018,2,5,15,58,41.28,24.0,6.37,121,44.11,8.32,5.04,57,8.4
27496,2018,2,5,16,32,6.41,24.0,6.42,121,44.5,8.46,4.28,9,9.1
27511,2018,2,5,23,40,1.1,24.0,17.91,121,47.08,11.4,3.67,14,3.2
27512,2018,2,6,0,35,10.03,24.0,7.62,121,42.41,8.41,4.16,17,5.3
27522,2018,2,6,5,9,14.89,24.0,11.16,121,43.17,10.73,5.09,74,7.4
27528,2018,2,6,6,27,10.01,24.0,6.73,121,43.64,8.33,4.13,10,7.5
27541,2018,2,6,8,26,38.87,24.0,4.96,121,45.67,6.23,4.27,9,11.8
27542,2018,2,6,8,36,48.56,24.0,4.68,121,46.44,6.69,4.58,24,13.2
27554,2018,2,6,13,36,45.99,24.0,8.6,121,41.25,9.96,4.15,12,3.9
27558,2018,2,6,15,50,41.62,24.0,6.04,121,43.78,6.31,6.26,99,8.1
27572,2018,2,6,15,54,52.88,24.0,0.03,121,37.38,6.7,4.54,48,1.1
27593,2018,2,6,16,1,2.63,23.0,59.94,121,35.12,5.79,3.54,25,1.0
27634,2018,2,6,16,13,47.81,23.0,58.84,121,36.8,4.2,3.79,27,0.4
27643,2018,2,6,16,17,57.82,23.0,59.29,121,36.74,5.91,4.9,57,1.0
27645,2018,2,6,16,18,41.71,24.0,0.39,121,37.1,6.71,3.7,25,1.2
27667,2018,2,6,16,26,45.56,23.0,59.69,121,36.54,6.85,4.37,36,0.8
27690,2018,2,6,16,34,36.13,24.0,1.39,121,38.37,7.13,3.74,25,1.8
27692,2018,2,6,16,35,46.92,24.0,2.5,121,39.27,6.1,3.93,27,4.3
27705,2018,2,6,16,46,27.09,24.0,5.64,121,40.79,9.45,3.73,16,4.3
27732,2018,2,6,17,11,2.35,24.0,7.2,121,42.12,9.86,3.55,7,4.8
27748,2018,2,6,17,23,57.04,24.0,6.73,121,42.82,8.14,4.23,18,6.2
27761,2018,2,6,17,50,51.52,23.0,58.66,121,35.54,6.59,4.32,35,0.7
27770,2018,2,6,17,56,10.04,24.0,2.88,121,39.83,7.33,3.76,22,5.4
27771,2018,2,6,18,0,13.37,24.0,6.94,121,43.74,6.69,5.38,70,7.6
27781,2018,2,6,18,7,39.0,24.0,2.41,121,42.55,4.17,5.39,91,9.2
27787,2018,2,6,18,9,23.58,24.0,1.81,121,37.8,8.66,4.48,41,1.7
27826,2018,2,6,19,3,12.34,24.0,1.58,121,39.82,6.95,3.93,27,4.3
27833,2018,2,6,19,15,28.68,24.0,0.63,121,43.63,5.65,5.46,90,10.0
27847,2018,2,6,19,36,36.25,24.0,0.11,121,43.0,7.06,4.84,34,8.8
27858,2018,2,6,19,57,34.43,24.0,8.54,121,41.93,9.88,3.93,9,4.8
27897,2018,2,6,20,56,22.86,24.0,3.57,121,40.78,7.17,4.92,43,7.5
27903,2018,2,6,21,2,50.06,23.0,58.2,121,35.49,6.46,4.31,39,0.9
27919,2018,2,6,21,56,42.72,23.0,58.71,121,35.43,7.42,3.67,15,0.9
27935,2018,2,6,23,11,42.82,24.0,3.68,121,42.69,5.94,4.87,36,9.1
27939,2018,2,6,23,24,8.0,23.0,59.04,121,35.88,5.93,4.11,36,0.6
27946,2018,2,6,23,43,51.77,24.0,1.63,121,39.2,7.45,4.92,48,3.3
27964,2018,2,7,1,17,28.26,24.0,5.6,121,41.48,7.94,3.66,9,5.1
27965,2018,2,7,1,21,45.36,23.0,59.71,121,43.23,5.94,4.4,22,9.1
27984,2018,2,7,2,18,2.91,24.0,4.41,121,43.09,7.68,4.99,34,8.6
27987,2018,2,7,2,29,12.59,23.0,57.47,121,35.9,6.16,4.04,31,1.7
28004,2018,2,7,3,36,18.46,24.0,4.86,121,44.29,7.42,5.17,51,9.8
28007,2018,2,7,3,40,27.67,24.0,12.38,121,43.0,8.31,4.02,15,8.2
28012,2018,2,7,3,57,58.51,24.0,2.69,121,39.77,7.42,4.01,25,6.4
28019,2018,2,7,4,33,13.56,23.0,59.57,121,35.56,6.88,3.64,20,0.1
28025,2018,2,7,4,39,18.39,24.0,0.01,121,36.57,6.75,4.05,27,0.6
28034,2018,2,7,4,50,42.61,24.0,3.26,121,38.43,7.96,4.39,34,4.3
28041,2018,2,7,4,56,50.3,24.0,3.33,121,38.2,10.04,3.71,22,3.9
28047,2018,2,7,5,7,38.95,23.0,59.18,121,43.3,7.43,4.37,26,9.2
28048,2018,2,7,5,9,45.75,24.0,7.25,121,42.12,8.87,3.61,6,4.8
28054,2018,2,7,8,23,29.68,24.0,5.26,121,41.04,8.3,4.19,24,5.1
28070,2018,2,7,10,19,47.6,24.0,12.83,121,40.47,12.66,4.53,25,6.2
28081,2018,2,7,11,13,5.89,24.0,0.0,121,43.77,8.24,5.03,39,10.0
28083,2018,2,7,11,19,25.36,24.0,5.66,121,40.44,9.21,3.54,7,4.0
28084,2018,2,7,11,22,14.06,24.0,3.78,121,39.16,8.97,3.68,16,5.6
28086,2018,2,7,11,33,8.9,23.0,53.92,121,34.02,10.18,4.03,17,3.6
28092,2018,2,7,12,51,58.21,24.0,14.91,121,38.57,15.14,4.01,28,9.7
28093,2018,2,7,13,6,40.52,24.0,4.74,121,46.26,7.18,5.14,41,12.9
28099,2018,2,7,14,19,19.72,23.0,57.84,121,46.05,5.14,4.62,24,14.2
28101,2018,2,7,15,21,30.44,24.0,4.91,121,46.62,7.75,5.85,99,13.3
28154,2018,2,7,18,43,33.24,23.0,55.8,121,33.81,8.82,3.84,20,2.6
28169,2018,2,8,0,54,17.06,23.0,58.08,121,34.84,11.54,5.07,63,1.3
28178,2018,2,8,0,59,27.89,23.0,58.93,121,34.01,8.98,4.31,30,1.1
28185,2018,2,8,1,35,14.8,23.0,58.4,121,34.85,8.23,3.64,27,1.7
28190,2018,2,8,2,41,20.54,24.0,10.47,121,44.98,13.31,4.16,9,10.0
28192,2018,2,8,3,6,4.08,23.0,57.59,121,36.0,8.77,4.82,49,1.4
28193,2018,2,8,3,15,25.06,23.0,58.01,121,35.96,7.28,4.18,34,0.8
28196,2018,2,8,3,23,38.13,23.0,58.0,121,34.86,7.77,3.8,27,1.3
28197,2018,2,8,4,23,33.31,23.0,57.79,121,35.94,9.84,3.64,21,1.1
28256,2018,2,9,20,25,19.82,23.0,58.64,121,35.82,9.43,3.68,25,0.3
28257,2018,2,9,21,26,14.11,23.0,58.82,121,35.02,8.27,3.7,24,1.1
28263,2018,2,10,0,55,34.27,24.0,2.58,121,37.53,7.97,3.61,17,3.0
28267,2018,2,10,3,56,21.4,23.0,53.33,121,34.06,7.92,3.86,18,2.6
28273,2018,2,10,7,37,49.5,23.0,57.34,121,35.33,8.95,3.74,19,2.2
28274,2018,2,10,7,48,49.62,24.0,13.58,121,50.33,10.91,4.73,17,11.7
28275,2018,2,10,8,42,57.37,23.0,58.39,121,35.76,8.16,3.64,26,0.4
28278,2018,2,10,10,15,59.86,24.0,5.99,121,40.1,8.67,3.68,11,3.2
28279,2018,2,10,10,37,55.41,24.0,12.1,121,42.77,10.88,3.58,10,7.6
28293,2018,2,10,22,27,24.69,23.0,53.98,121,32.94,10.44,3.59,23,1.8
28308,2018,2,11,7,39,6.97,23.0,54.39,121,34.02,8.5,4.27,34,3.5
28310,2018,2,11,7,42,49.02,23.0,54.16,121,33.74,9.54,3.65,21,3.0
28312,2018,2,11,8,20,7.61,23.0,56.36,121,35.01,8.21,3.97,28,3.0
28349,2018,2,13,0,3,51.43,23.0,56.02,121,34.77,8.58,3.61,20,3.5
28365,2018,2,14,0,16,44.6,23.0,53.37,121,33.63,9.18,3.79,15,2.4
28366,2018,2,14,0,17,18.58,23.0,53.67,121,33.9,10.93,3.64,19,3.1
28367,2018,2,14,0,21,46.21,23.0,53.39,121,34.06,9.46,4.21,31,2.7
28386,2018,2,15,23,34,56.8,24.0,12.31,121,42.39,8.56,4.01,18,7.3
28389,2018,2,16,7,49,39.06,23.0,54.66,121,33.59,9.12,3.58,13,2.9
28391,2018,2,16,19,48,1.05,24.0,10.95,121,46.42,14.38,3.83,16,12.6
28404,2018,2,19,14,47,1.29,24.0,35.27,121,36.82,52.68,5.53,99,6.9
28421,2018,2,21,23,10,41.38,23.0,24.78,121,32.02,35.57,5.66,99,7.5
28431,2018,2,24,20,7,46.74,24.0,12.08,121,42.41,7.8,3.63,9,7.1
28437,2018,2,25,18,28,40.89,24.0,25.88,121,53.75,22.11,5.45,99,10.3
28440,2018,2,26,6,56,9.38,23.0,23.15,121,39.92,28.65,4.12,9,19.0
28441,2018,2,26,14,10,38.98,23.0,57.79,121,35.94,7.05,3.56,20,1.1
28459,2018,3,3,17,35,51.94,24.0,10.63,121,42.8,10.13,4.91,60,6.4
28470,2018,3,6,7,14,6.74,23.0,53.24,121,34.83,8.27,3.89,29,2.8
28479,2018,3,9,13,45,58.5,24.0,0.47,121,38.3,7.38,3.71,22,1.9
28485,2018,3,12,0,15,37.66,23.0,11.61,120,48.36,6.17,3.53,2,5.5
28494,2018,3,15,11,57,50.29,24.0,2.48,121,0.42,17.22,4.16,11,9.0
28504,2018,3,18,2,59,10.15,23.0,12.0,121,22.59,18.08,4.27,14,6.3
28505,2018,3,18,14,39,2.15,24.0,26.14,121,54.43,22.68,3.6,5,11.3
28507,2018,3,20,9,22,56.29,23.0,17.89,120,32.44,11.21,5.31,99,3.7
28514,2018,3,21,4,50,2.8,24.0,0.38,121,36.83,9.35,3.5,25,1.0
28516,2018,3,21,10,44,19.27,24.0,32.19,121,50.55,8.52,3.62,18,1.9
28523,2018,3,22,14,27,51.19,23.0,35.59,120,37.25,7.66,4.73,99,4.2
28548,2018,3,29,0,17,50.31,24.0,0.25,121,0.88,11.08,5.0,99,5.0
28551,2018,3,29,0,24,17.53,24.0,0.06,121,0.51,10.47,3.84,10,4.6
28567,2018,3,31,7,27,17.21,22.0,52.08,120,38.86,16.57,3.68,7,2.6
28572,2018,4,1,16,2,4.2,23.0,49.08,120,50.72,29.55,4.51,99,1.3
28585,2018,4,7,10,43,41.63,24.0,26.2,121,44.63,6.63,3.65,9,1.3
28604,2018,4,15,13,51,7.38,23.0,11.99,120,48.41,6.04,3.72,4,6.0
28605,2018,4,15,14,11,57.43,23.0,21.48,120,40.69,5.0,4.13,38,6.5
28609,2018,4,16,13,48,59.5,23.0,3.34,121,20.54,18.96,4.86,38,3.4
28612,2018,4,17,20,2,29.4,23.0,25.16,120,30.93,12.45,4.02,43,4.4
28617,2018,4,19,2,46,52.74,24.0,14.18,121,47.23,16.8,4.27,22,7.5
28622,2018,4,21,10,56,54.59,23.0,0.76,121,41.92,24.19,4.7,15,34.7
28625,2018,4,22,23,36,32.4,23.0,3.47,121,20.55,18.71,3.56,2,3.6
28636,2018,4,26,3,12,44.95,22.0,21.81,121,1.15,10.39,4.25,8,11.9
28638,2018,4,26,5,44,20.78,22.0,21.69,121,2.8,3.7,4.62,14,14.8
28661,2018,5,1,6,37,5.16,24.0,19.25,121,42.57,4.05,3.57,6,4.3
28670,2018,5,3,22,19,44.27,23.0,8.35,120,29.72,14.6,4.18,47,4.2
28708,2018,5,20,6,44,54.26,24.0,12.29,121,37.86,18.86,3.54,16,5.2
28713,2018,5,23,8,30,12.56,23.0,25.6,120,17.92,14.18,4.1,75,3.4
28733,2018,5,31,1,3,18.24,22.0,51.65,121,13.55,8.65,4.76,32,1.9
28745,2018,6,1,17,43,26.48,23.0,56.4,121,28.72,18.93,4.34,51,3.2
28746,2018,6,2,0,28,10.82,22.0,50.55,121,13.93,7.94,3.57,13,4.0
28747,2018,6,2,2,1,10.15,23.0,53.1,121,2.91,18.25,4.77,89,9.4
28755,2018,6,4,6,34,11.26,23.0,26.19,120,28.87,11.79,3.77,38,4.2
28760,2018,6,6,18,14,56.08,22.0,50.2,121,12.87,8.37,4.19,22,4.8
28763,2018,6,7,13,17,19.71,23.0,38.78,121,16.12,10.93,3.81,6,13.4
28770,2018,6,7,22,31,44.27,23.0,38.97,121,16.38,10.63,3.62,6,13.2
28777,2018,6,8,20,21,0.56,22.0,51.61,121,14.44,9.46,3.59,15,2.4
28780,2018,6,9,19,9,46.41,23.0,15.84,120,26.09,8.92,3.8,21,3.8
28784,2018,6,10,5,9,48.66,24.0,24.01,121,53.57,18.16,3.72,14,11.7
28786,2018,6,10,8,18,20.2,23.0,34.53,120,34.57,6.08,3.65,23,1.7
28793,2018,6,11,15,42,5.26,23.0,58.83,121,44.9,6.68,4.51,29,12.0
28794,2018,6,11,20,52,27.96,23.0,58.83,121,45.67,5.09,4.68,27,13.3
28802,2018,6,15,6,41,43.01,22.0,54.39,120,3.87,14.27,3.55,11,12.1
28805,2018,6,15,20,53,55.21,24.0,39.98,121,50.2,63.21,5.33,99,0.7
28821,2018,6,22,5,19,58.39,23.0,12.33,120,49.67,4.64,4.1,5,5.3
28839,2018,6,27,15,26,40.43,23.0,0.29,121,10.34,10.39,4.3,21,0.2
28854,2018,6,28,6,30,10.76,22.0,59.72,121,10.4,10.59,4.09,18,1.2
28867,2018,7,2,9,4,27.39,23.0,19.87,120,37.84,7.69,3.69,12,5.0
28871,2018,7,2,19,36,58.48,23.0,26.43,120,29.04,12.21,4.1,66,3.9
28876,2018,7,3,8,32,4.77,24.0,6.01,121,8.07,9.65,3.61,4,3.4
28877,2018,7,3,9,20,54.11,23.0,9.63,120,54.09,1.01,4.84,42,13.0
28884,2018,7,3,20,7,21.77,23.0,1.04,121,11.1,10.3,3.71,13,1.7
28885,2018,7,3,20,10,16.3,23.0,0.7,121,10.88,10.0,4.42,23,1.0
28893,2018,7,5,14,45,39.53,23.0,16.7,120,32.02,10.79,3.55,17,3.0
28913,2018,7,11,12,41,49.5,23.0,1.83,120,12.86,16.75,4.54,60,2.4
28930,2018,7,13,6,31,45.8,22.0,59.47,121,10.19,9.14,4.09,18,1.7
28947,2018,7,13,18,38,39.53,22.0,59.61,121,10.01,8.01,4.84,50,1.6
28949,2018,7,13,18,47,34.91,22.0,59.0,121,9.1,9.2,3.84,14,1.1
28955,2018,7,13,20,42,36.0,22.0,58.4,121,10.28,9.75,3.83,16,1.5
28962,2018,7,16,23,7,13.08,23.0,6.27,120,41.53,7.56,3.94,10,4.0
28973,2018,7,20,23,51,1.26,23.0,56.65,121,28.73,18.34,3.77,41,2.8
28998,2018,8,2,13,38,18.46,23.0,38.25,120,41.76,13.14,4.86,99,4.2
29004,2018,8,3,19,37,10.46,24.0,20.53,121,26.4,6.56,3.6,6,10.6
29011,2018,8,4,11,53,27.37,22.0,59.66,120,1.62,20.3,4.03,22,13.0
29036,2018,8,17,10,9,42.53,24.0,0.75,121,0.73,18.75,4.92,99,5.6
29037,2018,8,17,10,14,59.6,24.0,0.78,121,0.56,18.19,4.27,8,5.9
29042,2018,8,17,11,30,57.83,24.0,0.0,121,0.83,18.34,3.84,6,4.5
29054,2018,8,18,0,15,17.26,24.0,0.88,121,0.08,17.99,5.21,99,4.5
29058,2018,8,18,1,1,25.77,24.0,0.47,120,59.82,17.79,4.26,12,5.4
29061,2018,8,18,2,30,5.16,24.0,1.36,121,0.82,18.76,3.76,2,7.0
29095,2018,8,26,8,20,34.48,23.0,6.36,120,42.03,5.91,3.84,6,4.6
29099,2018,8,26,13,44,22.08,23.0,0.54,120,11.91,13.28,3.51,19,1.3
29109,2018,8,29,20,36,10.94,23.0,52.17,121,28.18,16.49,3.73,17,3.8
29118,2018,9,3,5,59,49.2,24.0,5.42,121,32.16,19.67,4.46,60,7.0
29126,2018,9,8,6,50,39.53,24.0,18.71,121,43.15,26.79,4.42,27,2.8
29135,2018,9,11,4,43,26.61,23.0,52.44,121,31.29,10.31,4.57,50,1.5
29153,2018,9,17,20,8,17.81,24.0,0.93,121,0.94,18.53,4.48,19,5.9
29180,2018,10,1,5,50,11.09,22.0,48.36,121,5.5,6.85,3.8,19,0.3
29195,2018,10,3,9,30,26.85,23.0,26.44,120,29.27,11.65,3.84,61,4.1
29211,2018,10,7,5,41,5.59,24.0,43.2,121,0.47,6.49,3.66,24,3.7
29224,2018,10,9,8,12,58.7,22.0,54.98,121,22.5,24.77,4.63,27,13.0
29260,2018,10,23,4,34,58.22,24.0,0.15,122,37.44,31.19,6.11,99,95.1
29280,2018,10,31,0,11,28.1,23.0,45.03,121,24.09,22.18,4.27,21,4.9
29286,2018,11,3,11,19,3.6,24.0,4.79,121,31.46,21.0,3.76,37,8.1
29293,2018,11,6,14,52,10.48,24.0,23.37,121,46.67,9.46,3.72,14,5.0
29306,2018,11,10,1,51,19.84,23.0,21.33,120,13.16,7.2,4.42,60,1.0
29341,2018,11,19,16,31,34.31,24.0,24.59,121,55.17,39.15,4.73,93,13.4
29391,2018,12,8,16,7,7.79,23.0,37.14,120,42.88,15.77,4.21,70,6.7
29400,2018,12,9,15,15,41.33,24.0,3.11,121,31.02,19.68,5.16,99,7.8
