EQ_ID,year,month,day,hour,minute,second,lat,lat_minute,lon,lon_minute,depth,magnitude,nsta,nearest_sta_dist (km)
22245,2013,7,25,9,12,51.62,23.0,8.83,121,12.17,10.6,3.85,13,0.5
22261,2013,8,2,23,18,42.93,22.0,54.83,121,23.61,21.11,3.65,6,11.1
22272,2013,8,8,22,47,48.66,24.0,15.68,121,44.13,12.96,3.83,15,5.3
22298,2013,8,24,14,46,43.63,23.0,52.96,121,2.99,18.91,4.57,36,9.7
22316,2013,9,1,2,28,7.23,23.0,17.46,120,44.42,13.56,3.99,17,7.6
22320,2013,9,1,6,54,55.92,23.0,17.44,120,44.29,13.42,3.88,3,7.4
22323,2013,9,3,6,24,6.46,24.0,13.09,121,36.96,20.06,3.8,23,6.7
22328,2013,9,5,8,48,2.14,22.0,55.06,121,31.53,18.44,4.28,9,23.4
22354,2013,9,19,12,18,36.81,22.0,52.55,121,7.1,16.05,3.98,21,3.3
22376,2013,9,30,12,5,19.83,23.0,50.81,120,57.52,11.1,4.66,47,6.3
22397,2013,10,15,5,42,2.76,24.0,25.44,121,55.39,21.13,3.51,4,14.9
22398,2013,10,15,7,25,19.73,24.0,17.76,121,49.12,12.92,3.9,6,7.2
22408,2013,10,22,12,8,37.56,24.0,26.86,121,54.07,20.58,4.24,28,10.2
22425,2013,10,31,12,2,9.54,23.0,33.97,121,20.91,14.98,6.42,99,4.3
22444,2013,10,31,13,29,11.24,23.0,34.69,121,24.42,10.36,4.03,10,2.6
22445,2013,10,31,13,45,20.4,23.0,35.06,121,24.05,9.13,4.56,19,1.8
22449,2013,10,31,13,57,11.96,23.0,35.57,121,22.99,9.97,4.63,24,0.6
22454,2013,10,31,14,27,49.0,23.0,37.88,121,25.64,9.76,3.92,12,3.0
22458,2013,10,31,15,47,28.45,23.0,37.88,121,25.53,10.08,5.07,51,3.0
22462,2013,10,31,16,5,19.2,23.0,34.96,121,22.21,8.91,4.35,17,1.5
22472,2013,10,31,19,27,14.54,23.0,40.63,121,24.27,17.14,4.45,25,2.1
22474,2013,10,31,20,30,43.12,23.0,35.72,121,24.46,10.06,4.14,12,2.6
22477,2013,10,31,20,44,1.34,23.0,35.39,121,23.93,9.28,4.14,13,1.6
22484,2013,10,31,23,52,25.48,23.0,41.59,121,26.24,14.07,4.76,47,2.5
22495,2013,11,1,11,52,37.87,23.0,42.31,121,27.55,15.67,3.99,16,3.1
22498,2013,11,1,14,29,37.2,23.0,40.82,121,28.06,10.35,3.96,14,1.6
22503,2013,11,1,16,31,52.29,23.0,43.85,121,26.22,16.53,3.57,8,0.8
22516,2013,11,3,3,43,14.26,23.0,40.65,121,28.16,10.2,4.56,24,1.6
22522,2013,11,3,22,56,14.15,23.0,57.01,121,27.92,25.96,4.91,79,3.3
22536,2013,11,5,16,28,40.93,23.0,38.39,121,22.59,18.0,3.53,10,5.0
22544,2013,11,7,7,25,10.6,24.0,3.65,121,38.12,9.73,4.6,34,3.8
22548,2013,11,7,7,31,41.18,24.0,3.33,121,38.42,9.6,4.51,47,4.3
22590,2013,11,11,23,19,54.03,24.0,5.3,121,38.79,9.86,3.79,17,4.0
22592,2013,11,12,12,8,20.4,23.0,48.42,121,28.77,16.29,4.32,29,1.5
22594,2013,11,12,12,32,55.37,23.0,48.4,121,27.9,16.03,3.86,21,1.6
22595,2013,11,13,6,16,25.0,23.0,18.21,120,16.6,11.0,3.61,23,2.4
22598,2013,11,15,3,26,15.72,23.0,56.98,120,58.95,13.32,3.99,14,1.7
22614,2013,11,22,20,18,47.74,23.0,27.24,120,24.06,10.55,3.51,32,2.2
22618,2013,11,24,10,57,0.45,24.0,17.24,121,45.16,16.93,3.91,10,1.3
22619,2013,11,24,10,59,50.94,24.0,17.37,121,45.36,17.6,3.94,12,1.0
22625,2013,11,26,6,33,49.78,23.0,38.73,121,22.63,19.78,3.56,9,4.7
22673,2013,12,14,11,31,10.77,22.0,48.35,121,22.5,9.44,4.05,11,16.3
22675,2013,12,15,2,7,49.08,23.0,11.06,120,45.73,8.19,3.76,2,2.6
22702,2013,12,25,7,38,55.7,23.0,40.93,121,24.98,19.0,4.33,25,1.5
22742,2014,1,10,20,47,17.38,24.0,24.93,121,54.11,19.13,3.64,13,11.4
22749,2014,1,14,2,21,29.39,23.0,52.77,119,30.44,30.9,4.24,38,34.0
22750,2014,1,14,16,44,27.12,23.0,51.65,120,59.06,14.98,4.97,85,6.4
22751,2014,1,14,18,38,12.98,22.0,53.61,121,4.87,8.29,5.05,63,1.0
22752,2014,1,14,19,50,5.52,22.0,52.93,121,4.85,8.43,5.09,52,2.2
22753,2014,1,14,23,6,43.14,22.0,53.67,121,4.96,8.33,4.53,41,0.9
22754,2014,1,15,10,31,13.21,23.0,38.19,121,23.38,18.66,3.6,11,4.5
22756,2014,1,15,13,26,53.8,22.0,53.73,121,4.25,8.89,3.63,16,1.3
22772,2014,1,22,16,28,37.71,23.0,43.76,121,25.87,21.77,4.27,24,1.4
22774,2014,1,23,12,41,54.38,23.0,39.39,121,24.64,17.29,4.24,18,1.5
22778,2014,1,24,1,43,18.87,23.0,48.22,121,29.24,11.38,4.03,20,2.3
22783,2014,1,25,3,16,11.22,23.0,47.64,121,28.99,11.84,4.71,55,3.0
22789,2014,1,26,1,17,26.21,24.0,29.91,121,57.68,13.44,3.59,14,13.2
22791,2014,1,26,7,50,49.67,22.0,54.49,121,5.12,11.92,3.7,16,0.8
22796,2014,1,29,2,14,52.51,23.0,14.59,121,22.01,17.29,4.42,20,4.8
22804,2014,2,1,1,41,5.4,24.0,27.13,121,57.61,12.71,4.09,18,14.9
22806,2014,2,2,1,45,23.31,23.0,44.39,121,24.91,20.96,3.55,9,3.2
22843,2014,2,11,16,31,2.15,25.0,7.94,121,34.28,6.4,4.21,91,3.0
22848,2014,2,14,14,23,50.27,22.0,54.39,121,4.97,8.21,3.59,13,0.5
22850,2014,2,14,23,31,41.65,22.0,39.01,120,51.08,8.15,3.84,10,12.8
22852,2014,2,15,16,14,17.64,23.0,3.45,120,39.81,16.5,4.31,17,2.0
22855,2014,2,16,22,28,54.43,23.0,37.36,120,32.87,11.09,3.83,45,1.6
22859,2014,2,18,16,19,26.1,24.0,26.54,121,54.75,13.64,3.98,23,11.4
22866,2014,2,21,20,25,17.0,24.0,41.94,121,36.07,60.9,5.6,99,2.0
22894,2014,3,4,16,2,39.69,23.0,13.04,120,43.25,7.62,4.1,12,6.6
22907,2014,3,13,18,32,18.78,24.0,2.15,120,38.72,10.02,3.63,26,5.4
22924,2014,3,20,16,47,23.89,23.0,11.45,120,55.49,5.81,3.87,5,8.9
22935,2014,3,26,12,23,57.19,23.0,17.97,121,25.0,17.17,3.91,14,4.0
22936,2014,3,26,16,12,6.5,23.0,17.77,121,24.46,16.85,3.72,10,5.0
22938,2014,3,26,20,44,30.94,23.0,18.22,121,24.58,17.13,3.9,11,4.5
22946,2014,3,29,12,38,32.85,24.0,20.41,121,25.41,6.58,3.97,17,9.1
22947,2014,3,29,13,44,26.08,24.0,20.46,121,26.15,6.63,3.92,14,10.3
22951,2014,4,1,0,11,22.19,23.0,57.38,121,5.19,30.8,4.37,93,5.0
22957,2014,4,3,6,17,7.79,24.0,20.42,121,25.49,6.98,3.58,6,9.2
22974,2014,4,12,20,5,21.26,23.0,39.22,121,27.1,24.91,3.61,8,2.8
22980,2014,4,16,15,34,26.64,24.0,25.11,121,55.79,16.35,4.14,23,14.0
22997,2014,4,21,9,37,50.13,24.0,23.56,121,48.18,6.07,3.7,9,6.3
23004,2014,4,25,16,33,5.81,23.0,32.86,121,20.88,17.64,4.71,50,5.2
23023,2014,5,3,16,3,14.67,24.0,12.12,121,43.45,14.89,4.27,15,8.6
23024,2014,5,3,16,4,1.94,24.0,13.54,121,42.94,11.99,3.69,10,9.6
23028,2014,5,4,10,33,26.93,24.0,12.67,121,43.42,14.42,3.82,17,9.1
23030,2014,5,4,12,43,36.0,23.0,56.13,121,38.72,35.98,5.23,99,5.5
23054,2014,5,15,20,21,52.22,23.0,9.18,120,29.55,15.0,4.03,40,3.4
23067,2014,5,21,0,21,13.95,23.0,44.1,121,25.95,16.45,5.99,99,1.3
23091,2014,5,24,13,39,42.4,24.0,25.82,121,25.41,5.34,4.07,14,4.3
23098,2014,5,25,12,41,13.24,23.0,3.83,121,9.74,12.74,5.04,53,1.4
23154,2014,5,28,10,59,26.46,23.0,5.19,121,10.48,6.49,3.77,12,1.7
23165,2014,5,30,21,19,7.5,22.0,52.8,121,16.97,17.81,4.36,15,10.4
23168,2014,5,31,2,51,53.0,24.0,41.77,121,6.77,9.2,4.23,42,3.8
23197,2014,6,6,7,36,47.76,23.0,45.18,121,25.01,19.22,4.02,16,3.8
23211,2014,6,14,22,22,43.72,23.0,45.08,121,31.71,6.04,4.58,39,3.2
23224,2014,6,17,21,13,13.02,23.0,45.84,121,32.1,5.4,3.52,11,3.6
23229,2014,6,19,8,28,41.51,23.0,10.8,120,50.5,4.73,3.56,3,8.1
23232,2014,6,19,17,46,33.38,23.0,10.9,120,50.47,4.21,4.05,7,8.1
23245,2014,6,22,12,27,45.05,23.0,47.06,121,27.3,18.7,4.34,37,0.1
23274,2014,7,2,2,52,11.0,24.0,29.71,121,55.39,16.0,4.0,22,9.5
23285,2014,7,7,11,43,53.02,23.0,48.62,120,58.15,12.94,3.94,12,7.4
23302,2014,7,13,0,58,41.47,24.0,27.35,121,49.04,7.15,3.63,11,1.7
23348,2014,8,1,4,38,7.49,24.0,33.67,121,35.78,6.06,3.95,27,7.6
23363,2014,8,9,4,54,29.06,24.0,1.12,121,30.64,17.51,3.91,32,6.2
23376,2014,8,11,18,35,55.3,23.0,10.95,120,49.84,5.87,3.62,4,7.1
23419,2014,8,25,16,53,53.08,23.0,38.29,121,24.87,22.03,3.76,8,2.7
23432,2014,9,4,1,22,41.16,23.0,38.02,121,22.63,19.89,3.66,9,5.1
23436,2014,9,5,12,10,37.88,23.0,59.61,121,33.58,12.88,3.9,44,0.5
23443,2014,9,10,5,12,29.92,24.0,20.16,122,3.79,19.51,4.65,12,30.3
23469,2014,9,20,21,14,3.81,23.0,35.61,121,33.36,31.54,4.96,86,3.7
23473,2014,9,24,1,1,16.43,24.0,20.17,121,47.13,8.43,4.11,13,4.8
23480,2014,9,25,10,35,3.02,22.0,47.49,121,16.06,18.0,5.34,87,7.5
23487,2014,9,26,11,44,34.59,23.0,54.22,121,29.79,30.66,4.43,37,3.7
23514,2014,10,7,18,8,10.26,23.0,38.31,121,34.79,33.39,5.15,99,7.6
23515,2014,10,8,16,22,28.77,24.0,24.5,121,55.0,19.74,3.8,17,14.6
23566,2014,10,28,23,16,52.55,23.0,16.93,120,19.12,9.38,4.33,41,2.6
23571,2014,11,1,5,44,48.9,23.0,41.08,121,24.0,18.14,4.26,20,3.0
23597,2014,11,15,15,56,38.04,23.0,41.85,121,25.95,12.03,3.73,9,1.8
23616,2014,11,19,17,46,21.58,24.0,54.21,122,3.48,13.86,5.18,99,13.0
23619,2014,11,19,22,37,9.26,24.0,53.98,122,1.92,11.64,4.4,43,11.0
23647,2014,11,30,10,53,24.84,24.0,22.23,121,49.67,17.04,3.84,19,9.7
23662,2014,12,9,13,7,34.74,24.0,24.55,122,5.38,22.67,4.06,19,28.8
23667,2014,12,14,5,6,3.21,23.0,7.92,121,28.19,43.02,4.58,20,10.1
23694,2014,12,31,3,6,4.57,24.0,49.47,121,47.27,68.85,5.07,99,2.7
23697,2015,1,1,17,10,44.81,23.0,40.66,121,27.91,19.82,4.48,29,1.9
23712,2015,1,7,4,48,32.84,24.0,15.59,121,41.49,30.4,5.48,99,7.7
23744,2015,1,18,21,53,33.91,23.0,44.51,121,24.2,20.81,3.75,8,4.1
23756,2015,1,24,7,15,26.39,23.0,12.59,120,23.7,11.12,4.58,92,1.5
23765,2015,1,26,15,8,18.26,22.0,55.37,120,32.46,14.91,4.21,13,2.6
23766,2015,1,26,15,29,12.95,22.0,55.36,120,32.9,15.06,4.0,11,2.6
23770,2015,1,30,4,7,25.28,23.0,5.35,121,24.52,23.06,3.6,2,3.8
23787,2015,2,12,7,35,35.22,24.0,15.95,121,42.06,29.72,4.71,62,6.9
23791,2015,2,13,20,6,31.83,22.0,39.49,121,23.8,27.78,6.28,99,7.6
23801,2015,2,20,13,52,7.01,22.0,41.01,121,20.97,24.56,3.82,5,12.3
23810,2015,2,23,20,3,26.77,23.0,46.5,121,25.32,24.18,4.19,16,3.6
23850,2015,3,13,21,24,40.06,23.0,59.73,121,37.48,9.22,3.82,27,0.6
23853,2015,3,14,14,45,14.34,24.0,28.63,121,53.98,27.4,4.56,41,8.3
23873,2015,3,23,10,13,51.62,23.0,43.54,121,40.24,38.4,6.19,99,12.7
23903,2015,4,5,2,10,11.5,24.0,27.3,122,4.45,23.12,3.52,5,26.9
23905,2015,4,5,20,50,27.38,24.0,3.66,121,30.38,22.72,4.44,38,9.2
23931,2015,4,12,14,12,56.14,23.0,45.43,121,32.09,2.59,3.67,10,3.6
23938,2015,4,15,19,48,36.7,22.0,44.07,121,20.9,26.05,4.7,39,14.1
23946,2015,4,20,1,42,56.1,24.0,1.34,122,26.46,30.57,6.38,99,76.2
23948,2015,4,20,11,20,47.25,23.0,39.6,121,39.52,38.34,5.5,99,12.5
23949,2015,4,20,11,45,13.76,24.0,2.12,122,30.39,33.87,6.15,99,81.8
23956,2015,4,22,7,49,39.99,23.0,44.41,121,29.11,8.57,3.75,15,3.1
23959,2015,4,24,10,19,38.63,23.0,44.97,121,31.66,6.43,3.6,9,3.2
23979,2015,4,29,8,19,17.29,24.0,1.36,121,36.83,7.41,3.88,29,0.6
24006,2015,4,30,23,15,25.89,23.0,55.53,121,38.26,5.78,3.62,19,4.4
24030,2015,5,11,23,43,15.49,23.0,56.69,121,28.89,17.34,4.67,71,2.6
24035,2015,5,13,12,31,48.75,23.0,56.92,121,28.35,18.02,3.77,23,2.8
24044,2015,5,17,1,52,1.53,24.0,49.89,121,56.77,11.46,3.66,3,12.4
24056,2015,5,25,21,22,49.9,22.0,56.61,120,50.93,5.72,4.85,47,20.0
24077,2015,6,7,4,32,29.24,23.0,58.03,121,41.86,28.11,4.01,25,8.0
24088,2015,6,16,15,16,8.16,23.0,29.81,121,43.09,31.51,4.68,27,21.1
24118,2015,7,4,3,10,20.99,23.0,56.98,121,28.78,19.23,3.88,49,2.2
24128,2015,7,6,14,0,0.23,23.0,40.73,121,27.56,7.53,3.64,10,2.5
24140,2015,7,10,9,38,49.58,23.0,13.18,120,27.7,8.6,4.41,52,4.8
24161,2015,7,22,16,26,13.79,23.0,51.67,121,30.13,10.53,4.22,44,1.2
24164,2015,7,25,10,25,37.32,23.0,8.93,121,23.62,22.23,4.48,18,4.8
24167,2015,7,28,4,7,11.0,24.0,25.83,121,25.8,6.4,3.51,7,5.0
24174,2015,7,28,6,59,10.32,24.0,25.86,121,25.91,5.98,4.69,58,5.2
24187,2015,7,28,11,47,8.33,24.0,25.95,121,26.11,5.74,3.85,5,5.5
24225,2015,8,7,9,4,19.84,24.0,26.2,121,25.12,7.0,3.97,10,3.8
24227,2015,8,7,9,54,54.0,24.0,27.09,121,25.26,7.11,3.63,10,4.1
24275,2015,8,23,3,53,1.26,23.0,43.42,121,23.26,25.9,3.81,5,3.7
24294,2015,9,1,13,24,45.65,23.0,54.89,121,29.48,17.09,5.46,99,4.3
24320,2015,9,10,15,23,27.12,24.0,14.43,121,49.45,18.62,4.93,79,9.5
24333,2015,9,15,17,56,22.65,24.0,15.21,121,49.78,19.0,4.86,64,9.1
24334,2015,9,15,19,37,35.49,24.0,14.87,121,49.19,19.78,5.69,99,8.7
24355,2015,9,15,20,43,58.32,24.0,16.25,121,49.46,18.72,4.49,39,7.8
24362,2015,9,16,2,7,17.83,24.0,14.69,121,49.67,18.48,4.02,8,10.7
24368,2015,9,16,6,30,43.76,24.0,14.93,121,49.09,18.45,3.77,5,9.6
24370,2015,9,16,13,8,59.75,24.0,17.08,121,49.71,20.16,5.61,99,7.8
24377,2015,9,16,13,30,26.1,24.0,16.67,121,50.02,22.04,4.5,28,8.4
24381,2015,9,16,14,29,58.44,24.0,16.62,121,48.18,19.24,4.63,56,6.5
24384,2015,9,16,17,16,46.93,23.0,0.28,120,5.84,17.7,4.18,30,4.7
24415,2015,9,24,5,58,1.99,22.0,35.8,120,41.58,31.28,4.74,98,6.3
24430,2015,9,29,19,37,45.95,24.0,1.3,121,30.4,18.67,4.84,97,6.3
24438,2015,10,3,13,34,0.7,23.0,13.86,120,18.99,14.99,3.63,18,3.5
24442,2015,10,4,17,41,3.68,22.0,53.45,121,28.51,19.05,4.38,19,19.7
24454,2015,10,7,21,50,13.74,24.0,14.95,121,48.2,17.13,4.36,20,7.3
24476,2015,10,13,11,49,4.65,23.0,29.07,121,38.85,49.09,5.46,99,13.9
24480,2015,10,15,2,19,7.59,23.0,10.32,121,21.16,17.36,3.65,9,4.9
24486,2015,10,15,18,4,5.44,24.0,19.67,121,45.79,19.13,3.5,5,2.4
24499,2015,10,15,23,52,45.92,24.0,19.16,121,45.37,18.8,4.63,62,1.3
24507,2015,10,16,6,29,11.32,24.0,18.68,121,45.55,18.85,4.07,30,1.0
24514,2015,10,17,7,35,11.09,24.0,18.6,121,45.72,18.65,3.61,8,1.3
24516,2015,10,18,11,4,25.34,24.0,15.08,121,47.77,16.05,3.82,8,6.7
24519,2015,10,19,2,17,35.25,24.0,51.47,122,0.87,14.41,5.32,99,7.4
24546,2015,10,21,1,14,32.29,22.0,32.79,121,0.3,9.37,4.49,21,7.0
24549,2015,10,21,15,53,12.15,24.0,21.11,121,45.34,17.26,3.81,23,3.0
24568,2015,11,1,21,9,42.81,22.0,43.93,121,35.02,18.81,5.88,99,13.4
24607,2015,11,22,14,18,9.19,23.0,55.69,121,27.95,19.42,3.78,20,5.0
24638,2015,12,2,5,21,57.53,24.0,11.45,121,54.65,23.91,4.85,29,19.8
24645,2015,12,3,14,31,13.88,22.0,36.24,121,23.17,25.89,5.34,99,28.8
24681,2015,12,20,22,36,45.02,23.0,13.93,120,19.32,14.58,3.65,27,3.0
24721,2016,1,5,2,35,55.34,24.0,26.92,121,53.7,23.08,3.58,9,15.0
24734,2016,1,11,4,52,57.55,23.0,26.03,121,31.84,33.15,5.25,91,5.3
24738,2016,1,13,9,6,57.71,23.0,24.84,120,29.29,9.7,3.59,27,5.5
24757,2016,1,19,2,13,26.83,22.0,47.22,121,18.75,29.72,5.8,99,12.2
24759,2016,1,19,12,4,6.09,23.0,53.73,121,34.06,9.69,3.71,12,3.3
24761,2016,1,20,15,35,46.16,22.0,46.31,121,19.96,29.68,4.16,6,16.0
24784,2016,2,5,19,57,26.08,22.0,55.32,120,32.63,14.64,6.6,99,2.5
24813,2016,2,9,0,47,0.62,23.0,53.3,121,41.52,5.69,5.12,52,9.3
24834,2016,2,13,17,7,50.52,24.0,14.42,121,9.7,5.74,4.09,15,1.0
24859,2016,2,16,4,4,54.7,23.0,0.64,120,52.11,5.03,4.97,52,21.2
24879,2016,2,18,1,9,39.02,23.0,0.98,120,52.16,5.44,5.27,97,19.2
24882,2016,2,18,1,18,31.99,23.0,1.59,120,52.57,4.26,5.13,81,18.7
24885,2016,2,18,1,20,36.27,23.0,2.54,120,52.17,3.94,3.99,9,16.9
24904,2016,2,18,20,35,33.9,24.0,20.37,121,48.41,12.25,3.56,12,6.7
24931,2016,2,24,23,53,49.9,23.0,11.01,120,36.54,10.23,3.58,9,6.8
24943,2016,3,1,14,42,13.47,24.0,4.8,121,29.96,18.63,4.26,47,10.5
24973,2016,3,8,15,43,37.22,24.0,23.83,121,57.54,19.34,3.72,10,17.8
24988,2016,3,14,3,14,37.32,23.0,6.03,120,45.98,6.94,3.66,1,6.7
25013,2016,3,21,12,22,42.46,24.0,14.54,121,3.18,4.68,4.12,4,6.5
25018,2016,3,21,18,34,52.63,22.0,18.9,120,59.33,11.81,4.34,15,9.9
25025,2016,3,23,13,44,17.52,24.0,19.93,121,42.55,15.97,3.74,26,3.1
25026,2016,3,23,16,10,44.16,22.0,49.44,120,55.73,8.05,3.93,19,14.7
25067,2016,4,2,18,12,18.52,23.0,59.95,121,35.49,8.08,3.68,29,0.5
25107,2016,4,8,8,31,15.41,22.0,27.97,120,59.36,15.41,4.19,7,5.0
25112,2016,4,11,5,45,9.12,24.0,33.07,122,7.48,59.81,5.66,99,26.2
25115,2016,4,12,3,8,0.73,24.0,0.72,121,36.49,9.3,4.4,41,0.3
25131,2016,4,12,3,35,45.23,24.0,0.52,121,36.57,6.88,3.85,32,0.6
25149,2016,4,15,10,20,29.83,23.0,10.33,121,1.12,3.82,3.95,4,1.8
25161,2016,4,18,20,30,37.13,23.0,10.84,120,19.38,17.67,4.4,75,1.1
25167,2016,4,24,21,17,24.1,23.0,53.43,121,27.51,16.75,3.91,22,5.4
25174,2016,4,25,14,35,5.5,23.0,57.25,121,37.71,9.51,4.17,35,2.8
25180,2016,4,25,20,51,52.34,23.0,58.66,121,35.07,8.59,4.15,34,1.3
25184,2016,4,26,1,45,48.4,23.0,58.75,121,35.33,7.64,4.17,32,1.0
25192,2016,4,27,10,53,47.4,24.0,20.1,121,38.24,23.34,3.76,14,10.4
25193,2016,4,27,15,17,14.42,24.0,14.23,121,47.04,11.94,5.67,99,7.3
25205,2016,4,27,15,27,38.59,24.0,15.16,121,44.94,12.99,5.13,55,4.9
25212,2016,4,27,16,20,32.36,24.0,15.88,121,45.79,11.63,4.03,10,3.7
25214,2016,4,27,16,33,14.16,24.0,16.05,121,46.03,11.79,4.44,22,3.5
25225,2016,4,27,18,19,6.23,23.0,16.99,121,14.0,15.21,5.52,99,7.4
25235,2016,4,27,21,15,6.47,24.0,14.26,121,44.49,11.73,4.33,18,6.6
25240,2016,4,28,1,14,46.72,24.0,17.06,121,47.89,12.58,4.5,49,4.8
25254,2016,4,29,0,27,6.24,23.0,56.21,121,37.36,8.77,4.01,29,4.2
25279,2016,4,30,22,46,57.24,24.0,13.18,121,44.36,12.31,4.78,46,8.6
25285,2016,5,1,5,25,47.48,24.0,14.03,121,49.9,12.58,4.45,23,10.6
25289,2016,5,1,13,23,58.71,23.0,57.16,121,36.57,7.27,3.84,30,2.1
25290,2016,5,1,13,30,6.66,23.0,56.96,121,36.48,8.08,3.54,16,2.4
25292,2016,5,1,13,32,7.18,23.0,56.79,121,37.31,7.9,3.9,30,3.2
25296,2016,5,2,2,27,59.36,23.0,11.15,121,0.97,3.41,4.19,7,0.9
25301,2016,5,2,14,29,0.61,24.0,12.57,121,43.28,11.83,4.88,51,8.8
25310,2016,5,2,20,47,30.8,24.0,13.81,121,41.74,11.63,3.57,4,8.8
25313,2016,5,2,20,53,36.88,24.0,13.55,121,42.7,11.95,4.33,31,8.9
25316,2016,5,2,23,55,50.86,24.0,12.58,121,42.5,11.42,4.1,15,7.8
25331,2016,5,3,17,50,20.3,24.0,13.23,121,42.34,11.0,3.62,8,8.5
25333,2016,5,4,0,0,48.74,24.0,12.49,121,43.24,11.01,3.5,8,8.6
25336,2016,5,4,14,3,8.84,24.0,13.21,121,43.76,10.96,3.79,7,10.0
25345,2016,5,6,7,53,23.95,23.0,28.36,121,29.55,29.72,4.87,39,1.4
25352,2016,5,6,19,41,34.35,24.0,6.69,121,38.28,10.37,3.67,14,1.6
25353,2016,5,6,19,42,7.29,24.0,6.18,121,37.58,10.39,3.53,12,1.7
25355,2016,5,6,20,58,19.9,23.0,11.42,121,0.31,3.61,3.61,4,2.1
25371,2016,5,8,2,46,33.16,23.0,59.57,121,1.39,19.13,4.93,99,4.1
25390,2016,5,11,21,19,23.51,23.0,9.06,121,0.18,2.33,3.9,12,4.6
25395,2016,5,12,3,5,41.08,24.0,41.81,121,57.7,8.81,3.76,16,13.8
25396,2016,5,12,3,17,15.05,24.0,41.51,121,58.82,8.86,6.1,99,14.7
25400,2016,5,12,3,21,22.34,24.0,41.48,121,57.45,9.69,4.52,99,13.1
25401,2016,5,12,4,29,55.89,24.0,41.45,122,1.04,12.03,5.73,99,17.6
25405,2016,5,12,6,28,21.0,24.0,9.28,121,44.17,11.37,3.92,8,8.6
25410,2016,5,13,8,24,12.01,24.0,41.03,121,59.07,9.77,5.24,99,14.5
25411,2016,5,13,8,43,41.18,24.0,41.55,122,1.27,11.1,4.39,40,18.1
25412,2016,5,13,13,2,45.39,24.0,10.37,121,45.19,12.49,4.02,12,10.3
25414,2016,5,14,3,12,2.67,24.0,10.49,121,45.75,12.4,4.69,63,11.3
25421,2016,5,14,3,32,48.3,24.0,10.39,121,46.22,11.6,5.01,86,12.1
25460,2016,5,18,0,22,45.83,23.0,12.97,121,34.41,45.75,5.24,99,16.6
25468,2016,5,21,5,47,47.48,24.0,13.64,121,42.5,10.91,4.45,31,8.9
25471,2016,5,21,20,51,40.9,22.0,54.15,120,36.6,18.13,5.26,99,5.9
25476,2016,5,22,2,6,19.65,22.0,53.88,120,35.82,16.92,4.8,55,5.5
25480,2016,5,22,18,36,23.3,24.0,1.6,121,35.71,8.4,3.66,32,0.7
25514,2016,5,24,20,17,51.95,23.0,29.74,120,18.88,7.95,3.71,28,4.0
25540,2016,5,29,5,0,17.27,24.0,18.98,121,45.14,13.6,3.57,15,0.9
25545,2016,5,29,17,48,36.6,23.0,4.86,121,1.78,4.2,4.5,23,11.3
25547,2016,5,29,22,9,1.45,23.0,7.24,121,21.18,18.37,3.95,11,9.0
25550,2016,5,30,2,52,47.78,24.0,10.03,121,43.07,13.66,4.67,29,6.7
25561,2016,5,31,5,23,46.39,25.0,29.52,122,40.96,256.89,6.91,99,87.1
25585,2016,6,4,21,41,38.08,24.0,8.16,121,40.28,10.68,4.07,16,2.0
25600,2016,6,9,21,15,31.63,24.0,0.15,121,37.42,8.77,3.55,29,1.4
25616,2016,6,14,9,40,43.1,23.0,44.21,121,23.97,21.05,4.22,20,3.8
25621,2016,6,15,14,52,23.65,23.0,11.12,120,59.75,5.44,3.52,3,3.0
25646,2016,6,18,3,11,7.22,24.0,34.49,121,53.27,8.96,3.81,22,3.4
25656,2016,6,18,22,58,20.06,23.0,10.49,121,0.23,5.93,3.72,7,2.6
25658,2016,6,20,0,39,47.47,23.0,9.79,121,32.01,39.39,5.07,63,14.5
25698,2016,6,29,14,37,30.7,24.0,12.81,121,44.34,10.93,3.86,11,9.3
25699,2016,6,29,20,50,49.71,22.0,59.66,120,5.34,18.22,3.71,20,6.1
25725,2016,7,14,3,32,24.0,23.0,9.75,121,21.6,17.87,4.42,23,4.9
25729,2016,7,16,1,19,26.82,24.0,43.71,120,52.38,9.74,3.94,26,3.8
25730,2016,7,16,2,35,25.16,24.0,21.77,121,44.96,19.61,4.23,10,3.9
25732,2016,7,16,2,42,51.7,24.0,21.6,121,45.0,18.87,3.89,22,3.6
25736,2016,7,17,13,34,42.81,24.0,23.47,121,47.87,9.15,3.84,16,6.3
25769,2016,7,27,4,2,35.78,24.0,15.95,121,45.29,7.68,4.81,85,3.4
25770,2016,7,27,4,34,55.75,22.0,36.19,120,57.32,13.04,3.53,8,1.1
25810,2016,8,22,19,8,11.9,22.0,51.73,120,56.64,6.78,4.38,25,14.6
25818,2016,8,25,7,13,37.96,24.0,16.15,121,41.81,28.72,4.44,19,6.9
25833,2016,8,31,16,28,54.44,24.0,27.38,121,58.0,17.98,4.93,99,15.4
25854,2016,9,7,1,48,41.63,23.0,54.82,121,27.89,18.24,3.5,12,6.4
25863,2016,9,9,19,29,48.74,22.0,55.37,120,33.23,14.38,4.34,15,2.8
25864,2016,9,11,12,39,56.29,23.0,27.6,121,17.55,11.86,3.76,9,6.1
25880,2016,9,24,9,36,49.49,24.0,6.34,121,30.88,19.16,4.23,43,9.5
